pond_id,cycle_id,measured_date,morning_temperature,evening_temperature,morning_do,evening_do,morning_salinity,evening_salinity,morning_pH,evening_pH,transparency,turbidity,ammonia,nitrate,nitrite,alkalinity,hardness,calcium,magnesium,carbonate,bicarbonate,tom,total_plankton_
33945,18360,2023-01-27,26.5,27.2,5.8,5.6,25.5,25.3,8.02,7.92,32.0,,,,,,,,,,,,
31443,16164,2022-05-11,29.0,31.0,,,30.0,30.0,8.3,8.4,77.5,,,,,,,,,,,,
25578,15213,2022-06-13,29.0,,,,26.0,,8.4,,,,,,,,,,,,,,
34588,18231,2022-08-24,26.374,28.698,5.377,5.831,12.122,11.974,7.648,7.824,,,0.044,,0.055,116.0,2800.0,800.0,2000.0,16.0,100.0,43.0,142500.0
7384,17456,2022-10-18,28.5,29.0,5.16,5.81,28.0,28.0,8.0,8.4,50.0,,,,,,,,,,,,355000.0
21973,18918,2021-06-15,28.8,27.9,5.21,5.48,29.0,,7.55,7.99,32.5,,,,,,,,,,,,
37101,17187,2023-03-17,29.619,32.7,4.029,5.27,16.841,16.2,8.058,,40.0,,,,,,,,,,,,
31329,16064,2022-05-08,28.6,29.7,6.15,5.6,15.5,15.0,8.7,8.6,,,,,,,,,,,,,
32200,17885,2022-09-28,26.5,29.9,4.47,4.51,31.2,29.1,8.27,,,,,,,,,,,,,,
34703,19078,2022-11-04,27.9,28.9,4.0,6.0,,,8.0,8.1,,,,,,,,,,,,,
31444,19214,2022-06-12,27.0,30.0,,,30.0,30.0,8.3,8.6,52.5,,,,,,,,,,,,
34696,18405,2023-03-31,27.233333333,28.35,4.9,7.6,,,7.966666667,8.55,40.0,,,,,,,,,,,,
8,19313,2022-09-12,27.55,30.5,4.586,4.654,26.128,24.4,8.275,,52.5,,,,,,,,,,,,
32259,15304,2022-09-06,29.803,31.971,5.072,4.63,26.217,25.068,8.142,8.211,,,,,,,,,,,,,
21972,18937,2021-06-06,28.9,30.0,5.11,4.91,28.0,,7.53,8.04,37.5,,,,,,,,,,,,
31459,9091,2022-07-11,26.0,29.0,,,29.0,,8.3,8.7,22.5,,,,,,,,,,,,
18211,17728,2022-10-06,25.2,25.8,7.5,7.6,18.0,19.0,8.0,,32.5,,,,,,,,,,,,
37150,20390,2023-05-09,28.5,29.5,,,3.0,3.0,8.0,,30.0,,,,,,,,,,,,
14352,16215,2022-11-20,,,,3.4,,,,7.4,25.0,,,,,,,,,,,,
12547,18326,2022-06-21,27.3,30.9,,,,,7.9,8.3,23.666666667,,,,,,,,,,,,
34709,18877,2023-01-05,29.6,31.766666667,4.266666667,5.15,,,,,35.0,,,,,,,,,,,,
32212,21599,2022-06-03,29.6,30.113,6.9,7.369,16.5,15.0,7.8,,,,,,,,,,,,,,
34725,16154,2023-01-19,29.7,29.7,4.3,4.6,,,7.6,7.8,40.0,,,,,,,,,,,,
36099,17743,2022-11-03,29.0,,,,36.0,,7.7,,50.0,,,,,,,,,,,,
32196,19069,2022-11-22,27.1,29.1,,,29.0,29.0,7.6,,,,,,,,,,,,,,
12664,18673,2022-03-12,23.2,25.6,,,12.7,13.2,8.3,,,,,,,,,,,,,,
24271,16961,2021-09-12,28.407,30.622,4.554,6.089,5.0,4.0,8.716,,,,,,,,,,,,,,
20913,12357,2022-08-02,29.0,,5.34,,21.0,,7.66,,60.0,,,,,,,,,,,,
7364,20750,2023-03-29,,,,,26.0,26.0,8.1,8.4,,,,,,,,,,,,,
18394,17633,2021-10-25,,,,,,,7.56,,,,,,,,,,,,,,
34186,16360,2022-09-10,28.99,30.289,3.486,6.861,15.008,15.346,7.9,,,,,,,,,,,,,,
31247,19534,2022-05-18,28.0,,,,23.0,,7.45,,40.0,,,,,,,,,,,,
32309,20949,2022-04-15,,,,,10.0,,8.0,,50.0,,,,,170.0,,,,,,,
22418,20526,2022-08-24,,29.3,,6.4,,19.0,,,30.0,,,,,,,,,,,,
33945,18360,2023-02-11,25.9,26.6,5.0,5.0,24.7,24.7,7.84,,31.5,,,,,,,,,,,,
38760,21020,2023-03-03,,,,,,,7.9,,,,,,,,,,,,,,
31258,15005,2022-04-03,29.0,,,,21.0,,8.0,,80.0,,,,,,,,,,,,
38724,15832,2022-12-16,,,,,,,8.44,8.58,,,,,,,,,,,,,
31465,15772,2023-01-03,25.0,28.0,,,20.0,,7.4,7.9,27.5,,,,,,,,,,,,
35562,22445,2023-01-30,26.0,26.5,4.1,4.6,14.0,14.0,7.7,7.8,32.5,,,,,,,,,,,,
32210,21716,2022-06-28,25.175,27.701,3.472,5.222,25.287,24.104,7.157,7.8,,,,,,,,,,,,,
31876,20976,2022-05-27,26.0,29.0,,,28.0,28.0,8.2,8.3,60.0,,,,,,,,,,,,
31247,19534,2022-04-22,29.0,,,,29.0,,7.9,,50.0,,,,,,,,,,,,
34025,15942,2023-02-27,27.619,30.67,6.458,6.832,11.214,10.618,8.248,,25.0,,,,,,,,,,,,
32629,20989,2022-09-21,,,,,7.0,,7.7,,40.0,,,,,,,,,,,,
7365,12867,2022-11-24,28.7,30.5,4.01,7.19,26.0,25.0,7.5,8.1,35.0,,,,,,,,,,,,247500.0
14352,16215,2022-11-05,,,,,,,,,20.0,,,,,,,,,,,,
38261,17439,2023-05-03,,29.8,,5.47,25.0,,7.7,7.8,40.0,,,,,,,,,,,,
34697,16054,2022-07-29,21.6,22.4,6.1,6.2,,,8.3,7.7,,,,,,,,,,,,,
38465,18817,2023-06-23,27.64,,4.88,,21.01,,8.11,,,,,,,,,,,,,,
25399,18537,2022-07-25,26.5,28.8,7.8,7.2,21.0,19.0,9.4,,90.0,,,,,,,,,,,,
3,9096,2023-01-19,28.52,28.836,4.708,7.234,16.792,17.97,7.49,7.97,40.0,,,,,,,,,,,,
32306,20971,2022-10-29,27.494,28.014,6.393,6.487,9.022,8.711,7.943,,,,,,,,,,,,,,
34723,18277,2023-01-31,31.2,31.2,5.2,5.6,,,8.6,8.6,45.0,,,,,,,,,,,,
13249,19049,2022-08-22,27.819,29.933,5.092,5.14,17.328,17.853,8.182,8.268,32.5,,,,,,,,,,,,
20923,20668,2022-09-15,28.3,,4.66,,25.0,,7.38,,40.0,,,,,,,,,,,,
13267,16298,2022-09-05,27.0,29.0,,,18.0,18.0,8.1,,32.5,,,,,,,,,,,,
38467,17882,2023-05-16,27.997,30.966,4.242,6.223,19.301,17.171,8.282,,,,,,,,,,,,,,
12535,18958,2021-07-06,27.0,30.0,,,,,7.6,,30.0,,,,,,,,,,,,
33525,12862,2022-11-05,27.7,28.5,6.09,5.57,31.0,31.0,7.95,8.13,72.5,,,,,,,,,,,,
38791,18828,2023-03-02,28.718,30.11,4.929,4.633,11.789,11.215,8.454,8.496,,,,,,,,,,,,,
32250,17729,2022-06-11,27.5,29.8,7.0,7.0,20.0,20.0,8.1,,,,,,,,,,,,,,
32212,21599,2022-05-14,27.9,30.0,5.0,5.0,20.0,20.0,8.57,,,,,,,,,,,,,,
32215,21413,2022-07-21,27.397,28.467,6.479,6.985,9.727,9.345,8.417,,,,,,,,,,,,,,
27259,16339,2022-06-21,28.0,31.0,,,23.0,23.0,8.1,8.3,32.5,,,,,,,,,,,,
34733,19303,2022-09-16,26.2,27.7,4.9,3.725,21.1,,7.1,7.6,40.0,,,,,,,,,,,,
20102,17753,2022-04-23,28.0,,,,22.0,,8.0,,40.0,,,,,,,,,,,,
31463,18834,2022-06-01,26.0,28.0,,,26.0,,7.5,8.2,32.5,,,,0.064,111.0,4800.0,320.0,1089.0,0.0,111.0,112.0,3010000.0
32188,18149,2022-05-18,28.091,30.004,6.06,4.56,21.557,15.446,7.326,7.737,,,,,,,,,,,,,
34723,18277,2023-05-10,25.533333333,26.3,4.833333333,5.8,,,6.933333333,8.3,55.0,,,,,,,,,,,,
19174,15490,2022-09-30,28.0,30.0,,,16.0,16.0,8.3,,30.0,,,,,,,,,,,,
6,15756,2023-02-11,27.7,30.12,4.92,5.41,16.12,15.885,8.43,8.668,70.0,,,,,,,,,,,,
14351,17112,2022-10-16,,29.945,,3.752,,32.704,,7.49,30.0,,,,,,,,,,,,
34707,14437,2022-11-29,28.6,27.9,3.38,4.15,,,7.775,7.7,,,,,0.167,286.0,,,,,,,
32245,18028,2022-06-22,28.409,29.837,4.918,4.686,23.122,21.865,8.029,,,,,,,,,,,,,,
31481,20992,2022-07-21,27.0,29.0,,,28.0,,7.9,8.5,35.0,,,,0.056,131.0,5155.0,337.0,1171.0,0.0,131.0,85.0,2060000.0
36088,16958,2022-10-20,28.0,,,,35.0,,7.7,,35.0,,,,,,,,,,,,
37707,20671,2023-01-15,29.0,30.0,7.0,6.7,10.0,10.0,8.0,8.4,45.0,,,,,,,,,,,,
34700,7615,2023-02-20,29.533333333,32.4,4.166666667,6.216666667,28.0,,,,35.0,,,,0.019,,,,,,,,
32294,19375,2022-07-14,26.403,28.936,3.083,13.819,6.637,6.241,8.222,8.569,,,,,,,,,,,,,
32458,17860,2022-07-17,26.594,28.951,3.458,10.671,9.792,9.417,8.175,,,,,,,,,,,,,,
32629,20989,2022-08-30,,,,,9.0,,8.0,,40.0,,,,,,,,,,,,
19154,16573,2022-09-15,27.0,30.0,,,17.0,17.0,8.2,,30.0,,,,,,,,,,,,
34733,19303,2022-10-23,29.5,30.533333333,3.9,4.36,,,7.2,7.7,50.0,,,,,,,,,,,,
36828,17609,2023-01-20,28.1,29.1,3.76,3.0,26.5,,7.35,,37.5,,,,,,,,,,,,
21960,15066,2021-05-13,27.4,28.9,5.55,5.36,20.0,,8.14,8.6,25.0,,,,,,,,,,,,
34731,16167,2022-11-11,28.625,30.1,4.15,4.45,,,7.5,7.3075,30.0,,,,0.27,,,,,,,,
37064,15301,2022-12-06,28.4,29.1,6.7,6.9,17.2,17.1,8.24,8.2,120.0,,,,,,,,,,,,
34718,19048,2022-12-02,26.5,27.0,4.5,4.833333333,,,7.5,7.7,55.0,,,,,,,,,,,,
21975,19247,2021-05-09,28.7,29.9,5.16,5.16,22.0,,7.84,8.41,30.0,,,,,,,,,,,,
36583,21273,2022-12-25,28.0,29.0,,,21.0,,7.6,8.0,45.0,,,,,,,,,,,,
20903,15853,2022-09-19,27.2,,5.48,,25.0,,7.52,,50.0,,0.064,,1.8,100.0,774.0,310.0,1005.0,,100.0,88.0,287500.0
34706,18237,2023-01-19,30.7,32.533333333,4.9,7.283333333,,,,,30.0,,,,,,,,,,,,
32637,17563,2022-06-17,26.0,26.0,,,30.0,,7.9,8.0,40.0,,,,,,,,,,,,
34690,20665,2022-12-22,28.6,27.7,3.866666667,7.133333333,,,8.0,8.1,,,,,,,,,,,,,
21974,18403,2021-04-07,,,,,25.0,,8.08,8.19,77.5,,,,,,,,,,,,
34709,18877,2022-11-20,29.333333333,30.833333333,3.066666667,3.75,,,7.4,7.5,30.0,,,,,,,,,,,,
31444,19214,2022-07-04,27.0,30.0,,,31.0,,8.4,8.9,40.0,,,,0.01,122.0,5555.0,364.0,1262.0,20.0,102.0,108.0,630000.0
7384,17456,2022-10-13,28.1,31.0,4.72,4.91,28.0,29.0,8.3,8.7,35.0,,,,,,,,,,,,952500.0
38470,15067,2023-03-05,29.061,,4.374,,15.423,,7.983,,,,,,,,,,,,,,
20901,16880,2022-09-19,27.0,,5.6,,25.0,,7.59,,40.0,,0.074,,1.8,120.0,799.0,320.0,1090.0,,120.0,112.0,192500.0
21964,18029,2021-06-02,29.0,30.7,5.28,5.14,25.0,,7.73,8.12,,,,,0.6,130.0,3692.5,165.0,800.0,10.0,120.0,,930000.0
40876,21023,2023-01-05,28.8,31.6,5.0,8.0,32.0,,8.0,,78.0,,,0.0,0.0,122.0,,,,,,,
2,16091,2022-09-28,27.821,30.32,6.858,7.638,15.665,14.233,8.485,9.09,32.5,,,,0.011,109.0,3404.0,851.0,2553.0,24.0,85.0,112.0,170000.0
38248,21024,2023-06-11,,28.2,,4.58,34.0,,7.6,7.7,42.5,,,,,,,,,,,,
14350,15982,2022-12-02,,,,4.6,,,,7.6,30.0,,,,,,,,,,,,
34732,16575,2023-05-20,26.9,28.2,5.0,6.1,,,8.033333333,8.5,30.0,,,,,,,,,,,,
31335,17857,2022-04-27,27.6,27.9,5.61,5.47,13.5,15.6,8.68,,,,,,,,,,,,,,
21972,18937,2021-05-26,28.2,29.6,5.81,5.73,28.0,,7.61,7.98,30.0,,,,0.03,100.0,4514.45,200.0,975.0,0.0,100.0,,0.0
32939,15217,2022-11-09,30.689,32.052,4.124,5.301,8.025,7.903,7.797,,,,,,,,,,,,,,
20918,20763,2022-08-08,,,,,21.0,,7.8,,35.0,,,,,,,,,,,,
20902,15484,2022-09-12,26.9,,5.74,,25.0,,7.54,,60.0,,0.044,,3.0,120.0,972.0,330.0,1065.0,,120.0,117.0,332500.0
40388,19471,2023-05-25,30.682,31.171,2.095,4.637,28.544,30.323,7.41,7.415,,,,,,,,,,,,,
32399,19310,2022-10-05,28.821,30.101,5.767,8.025,9.44,8.982,7.946,8.761,,,,,,,,,,,,,
33523,15812,2022-11-02,27.4,29.1,5.7,5.56,32.0,32.0,7.92,7.88,90.0,,,,0.0,84.0,6600.0,840.0,1094.0,0.0,84.0,81.9,
33526,12359,2022-11-02,27.6,30.0,6.38,5.54,32.0,32.0,8.02,8.33,55.0,,,,0.0,106.0,6400.0,680.0,1142.0,0.0,106.0,93.6,
33526,12359,2022-11-22,27.4,30.7,5.22,4.78,28.0,28.0,7.78,8.13,42.5,,,,0.25,90.0,6700.0,800.0,1142.1,0.0,90.0,90.98,141.0
18393,18989,2021-12-24,27.0,28.0,5.42,4.34,,25.0,7.66,8.02,,,,,,,,,,,,,
32208,18789,2022-05-22,25.7,28.2,4.46,4.72,29.0,25.6,7.2,,,,,,,,,,,,,,
20918,20763,2022-07-17,,,,,23.0,,8.5,,60.0,,,,,75.0,749.0,300.0,735.0,10.0,65.0,63.0,230000.0
32252,21892,2022-06-25,27.508,27.273,4.304,6.454,20.838,21.604,7.739,8.306,,,,,,,,,,,,,
34700,7615,2023-01-14,29.933333333,32.2,6.766666667,7.683333333,,,,,95.0,,,,,,,,,,,,
32294,19375,2022-07-03,27.331,30.676,3.484,12.445,7.208,6.284,8.172,,,,,,,,,,,,,,
32309,20949,2022-05-08,,,,,9.0,,7.8,,40.0,,,,,150.0,,,,,,,
7365,12867,2022-11-14,30.3,33.3,5.27,6.2,27.5,27.1,7.79,8.25,25.0,,,,,,,,,,,,
32273,17063,2022-09-10,27.0,31.2,,3.98,10.0,10.2,7.9,,,,,,,,,,,,,,
38258,18734,2023-03-17,,,,,29.0,,8.1,8.3,100.0,,,,,,,,,,,,
35494,18559,2022-09-05,28.0,30.7,4.0,4.0,13.0,13.0,,,,,,,,,,,,,,,
13251,20936,2022-08-25,28.372,30.217,5.628,5.081,17.721,18.368,7.982,8.126,27.5,,,,,,,,,,,,
13251,19615,2023-02-17,27.419,,6.372,,9.0,,8.027,,30.0,,,,,,,,,,,,
34694,15819,2023-04-06,28.7,29.966666667,4.25,5.133333333,,,7.4,7.4,40.0,,,,,,,,,,,,
37063,20024,2023-01-19,25.7,25.7,5.4,6.1,15.0,15.0,8.07,7.92,42.5,,2.5,,,110.0,,240.0,500.0,,,,720000.0
16690,19312,2023-02-05,,,,3.1,,,,7.9,30.0,,,,,,,,,,,,
34691,14094,2023-03-10,27.4,27.6,4.733333333,4.8,,,,,,,,,,,,,,,,,
31875,16513,2022-12-09,28.0,30.0,,,27.0,,7.8,8.6,32.5,,,,,,,,,,,,
34709,18877,2022-10-25,27.0,28.4,4.7,8.8,26.0,,8.6,8.9,46.0,,,,0.26,,,,,,,,
34696,18405,2023-04-12,28.666666667,29.0,4.633333333,4.7,,,7.133333333,7.1,30.0,,,,,,,,,,,,
32939,18760,2022-07-29,26.332,28.065,3.754,5.434,26.968,26.638,8.092,,,,,,,,,,,,,,
21964,18029,2021-06-18,27.4,29.7,6.21,5.79,31.0,,7.63,8.21,35.0,,,,,,,,,,,,
36526,18056,2022-12-09,29.7,31.8,4.35,4.84,25.0,25.0,7.1,8.0,28.0,,,,,,,,,,,,246000.0
36526,18056,2022-12-20,28.3,31.0,4.87,5.53,25.0,24.0,7.6,8.4,24.0,,,,,,,,,,,,
34718,19048,2022-12-06,28.7,31.1,5.2,5.333333333,43.0,,7.7,8.0,25.0,,,,0.361,289.0,,,,,,,
32249,22307,2022-07-24,25.0,29.788,4.907,9.615,13.47,11.574,8.667,,,,,,,,,,,,,,
33522,16156,2022-11-22,27.7,30.7,4.88,4.61,28.0,28.0,7.66,8.28,50.0,,,,0.5,108.0,6500.0,600.0,1215.0,0.0,108.0,92.14,147.0
16048,14577,2022-03-30,29.0,32.0,,7.5,24.0,24.0,8.0,,42.5,,,,,,,,,,,,
34693,21026,2023-01-25,30.2,31.133333333,5.6,5.333333333,,,7.9,7.9,45.0,,,,,,,,,,,,
34726,20978,2022-11-12,30.4,30.8,3.7,4.3,,,8.2,7.5,30.0,,,,,,,,,,,,
36656,20294,2023-03-21,,31.5,,,,10.0,,7.5,,,,,,,,,,,,,
32215,21413,2022-09-24,28.401,31.057,5.38,6.836,5.86,5.827,8.32,,,,,,,,,,,,,,
13267,16298,2022-07-18,,,,,15.0,15.0,8.3,,47.5,,,,,,,,,,,,
32640,17726,2022-11-06,29.0,30.0,,,35.0,,8.4,9.0,37.5,,,,,,,,,,,,
32219,18604,2022-09-22,27.18,29.166,5.443,6.2,6.951,6.692,7.784,,,,,,,,,,,,,,
7366,20610,2022-11-03,29.7,32.9,3.65,6.82,27.2,27.4,7.67,8.45,27.0,,,,,,,,,,,,
34724,15505,2022-07-19,22.8,24.2,5.8,8.0,,,7.9,8.2,60.0,,,,,,,,,,,,
7370,20739,2023-01-19,,28.5,,4.37,26.0,24.0,7.6,,30.0,,,,,,,,,,,,
31247,19534,2022-06-10,28.0,,,,19.0,,7.53,,30.0,,,,,,,,,,,,
40876,21023,2023-01-31,30.7,32.5,3.2,6.3,30.0,,7.7,,37.0,,0.0,,0.1,120.0,,,,,,,
32249,22307,2022-07-08,28.139,30.567,5.21,7.188,17.606,16.891,7.967,,,,,,,,,,,,,,
32214,19518,2022-09-13,28.142,30.657,6.02,6.2,9.78,9.36,7.636,,,,,,,,,,,,,,
20923,20668,2022-10-03,26.7,,5.47,,24.0,,7.47,,35.0,,,,,,,,,,,,
33163,14587,2022-07-07,27.72,26.884,4.235,5.195,15.678,16.128,7.786,,,,,,,,,,,,,,
31457,17225,2022-06-28,27.0,30.0,,,29.0,,8.2,8.4,45.0,,,,0.041,144.0,5205.0,500.0,1143.0,12.0,132.0,97.0,2980000.0
21959,20669,2021-07-04,27.5,,5.43,,31.0,,7.81,8.2,45.0,,,,,,,,,,,,
20920,21598,2022-10-10,16.7,,5.4,,21.0,,7.31,,40.0,,,,,,,,,,,,
32185,19366,2022-07-03,27.6,29.4,4.51,6.54,21.1,21.6,8.15,,,,,,,,,,,,,,
4,21660,2022-04-08,28.928,30.552,5.976,6.595,10.247,9.941,7.772,8.114,22.5,,0.058,15.0,0.15,80.0,,440.0,719.0,,80.0,87.0,390000.0
31447,18740,2022-06-18,26.0,28.0,,,29.0,29.0,8.2,8.6,60.0,,,,,,,,,,,,
13266,16563,2022-07-10,,,,,15.0,15.0,9.0,,66.666666667,,,,,,,,,,,,
13266,16563,2022-08-31,28.0,30.0,,,19.0,19.0,8.1,,30.0,,,,,,,,,,,,
1,12866,2023-02-04,27.951,29.313,,4.641,17.615,15.811,7.857,,40.0,,,,,,,,,,,,
38591,16588,2023-03-24,30.101,31.346,4.465,5.328,19.092,19.092,8.01,,,,,,,,,,,,,,
36834,18253,2022-11-28,27.9,29.0,5.19,4.6,31.0,,7.76,8.2,50.0,,,,,,,,,,,,
31876,20976,2022-06-22,27.0,29.0,,,28.0,,8.2,8.5,65.0,,,,,,,,,,,,
32636,15316,2022-06-07,,,,,,12.0,7.8,,70.0,,,,,125.0,,,,,,,
18350,19315,2021-12-08,28.0,30.0,5.48,4.61,,27.0,7.7,8.07,,,0.024,3.0,0.052,132.0,6000.0,1200.0,4800.0,0.0,132.0,77.0,0.0
7368,18925,2022-09-30,,,,,30.0,30.0,8.3,8.5,,,,,,,,,,,,,405000.0
34575,18751,2022-02-07,,,,,18.0,,8.0,,38.0,,,,,145.0,,,,,,,
12548,18744,2022-07-15,27.3,28.1,,,,,7.6,,19.0,,,,,,,,,,,,
20920,21598,2022-08-11,,,,,22.0,,7.57,,50.0,,,,,,,,,,,,
30788,15106,2022-03-19,27.2,29.8,7.9,8.9,20.0,18.0,7.86,8.48,37.5,,,,,,,,,,,,
32196,20857,2022-07-11,26.143,29.899,5.171,5.886,21.96,22.486,8.0,,,,,,,,,,,,,,
32458,17860,2022-06-29,26.645,30.437,2.61,9.387,11.629,10.725,7.735,,,,,,,,,,,,,,
4,21660,2022-03-28,28.433,31.07,5.355,5.063,8.539,15.172,7.612,,35.0,,,,,,,,,,,,
13251,19615,2023-03-04,27.852,28.341,6.057,8.221,3.0,3.0,7.957,8.234,27.5,,,,,,,,,,,,
34691,14094,2023-02-01,30.0,32.1,4.1,4.2,,,7.5,,45.0,,,,,,,,,,,,
21974,18403,2021-05-03,29.3,29.2,5.3,5.75,24.0,,7.82,8.23,27.5,,,,0.02,140.0,3524.82,150.0,765.0,0.0,140.0,,0.0
21974,18403,2021-06-09,28.8,29.6,5.14,4.63,29.0,,7.6,8.15,37.5,,,,,,,,,,,,
34703,19078,2022-09-25,26.7,28.6,6.6,9.8,,,8.2,8.4,110.0,,,,,,,,,,,,
34696,18405,2023-02-16,29.2,30.9,4.633333333,6.0,,,,,85.0,,,,,,,,,,,,
32208,18789,2022-06-21,26.9,28.5,4.29,5.86,25.3,26.2,7.77,8.32,,,,,,,,,,,,,
20918,20763,2022-08-07,,,,,21.0,,7.56,,40.0,,,,,,,,,,,,
34688,17274,2022-12-11,30.7,32.2,4.166666667,5.766666667,,,8.2,8.3,45.0,,,,,,,,,,,,
13251,19615,2022-12-03,28.156,31.856,7.649,10.086,11.546,10.474,8.081,,75.0,,0.5,,,9.9,,,,,,,
37063,20024,2022-12-15,27.1,28.4,5.1,6.0,16.3,16.2,8.02,8.36,70.0,,0.0,,,136.0,,320.0,600.0,,,,
7364,20750,2023-05-03,,,,,24.0,24.0,8.0,8.5,,,,,,,,,,,,,
31454,18753,2022-05-28,26.0,29.0,,,28.0,28.0,8.3,8.5,70.0,,,,,,,,,,,,
31875,16513,2023-01-31,27.0,28.0,,,21.0,,7.5,8.3,20.0,,,,1.715,80.0,4300.0,400.0,948.0,0.0,80.0,117.0,1050000.0
38758,17941,2023-05-06,,,,,,,,,,,,,,,,,,,,,
34687,15065,2022-12-01,,27.7,,8.3,,,,7.6,,,,,,,,,,,,,
34687,15065,2023-01-17,29.266666667,31.0,4.0,5.3,,,8.2,8.7,45.0,,,,,,,,,,,,
34730,17126,2023-01-18,29.4,30.9,4.2,4.12,,,7.6,7.7,,,,,,,,,,,,,
21960,15066,2021-07-13,27.2,28.7,5.06,4.78,33.0,,7.73,8.68,35.0,,,,,,,,,,,,
31481,20992,2022-07-22,27.0,29.0,,,28.0,,7.8,8.1,37.5,,,,,,,,,,,,
31459,9091,2022-06-19,27.0,29.0,,,28.0,,8.1,8.3,55.0,,,,,,,,,,,,
32249,22307,2022-07-17,27.497,29.856,5.238,11.229,13.804,13.197,8.607,,,,,,,,,,,,,,
36811,20658,2023-02-02,27.8,28.1,4.4,4.11,26.4,,7.37,,32.5,,,,,,,,,,,,
34722,22601,2023-04-22,27.6,28.7,4.1,6.05,,,8.6,8.5,40.0,,,,,,,,,,,,
18354,20980,2021-12-05,28.0,29.0,5.0,4.38,,27.0,7.64,7.99,,,,,,,,,,,,,
35754,20948,2022-12-10,,,,,5.0,,7.8,,30.0,,,,,,,,,,,,
30608,16799,2022-10-22,27.5,30.9,,,,22.0,8.9,9.16,,,,,,,,,,,,,
32702,16250,2022-06-14,27.5,27.9,4.68,6.27,21.1,21.3,8.03,,,,,,,,,,,,,,
31463,18834,2022-05-04,27.0,30.0,,,25.0,,8.7,9.1,47.5,,,,0.048,98.0,4600.0,320.0,1040.0,24.0,74.0,102.0,1920000.0
31463,18834,2022-07-16,26.0,26.0,,,28.0,,7.9,8.4,30.0,,,,,,,,,,,,
32296,19687,2022-06-04,29.352,31.194,5.466,9.329,21.736,20.244,8.118,8.244,,,,,,,,,,,,,
2,15835,2022-04-02,28.54,31.283,6.916,6.314,19.594,18.717,7.758,,25.0,,,,,,,,,,,,
37150,20390,2023-03-27,29.5,,,,6.0,,8.0,,45.0,,,,,,,,,,,,
34719,18148,2022-11-11,28.233333333,29.2,4.733333333,5.5,,,8.0,8.3,35.0,,,,,,,,,,,,
25398,16155,2022-05-16,28.7,30.1,6.4,5.6,17.0,16.0,7.56,7.65,80.0,,,,,,,,,,,,
19174,15490,2022-08-31,28.0,30.0,,,18.0,18.0,8.1,,30.0,,,,,,,,,,,,
36823,18190,2022-12-15,29.6,30.5,4.01,3.96,31.0,,7.4,,40.0,,,,,,,,,,,,
33522,16156,2022-12-02,28.0,28.7,4.77,4.49,29.0,29.0,7.6,7.72,45.0,,,,,,,,,,,,
6,15756,2023-01-23,27.1,29.8,,,16.0,15.0,8.5,8.61,100.0,,,,,,,,,,,,
6,15756,2023-02-18,28.939,31.135,4.55,5.347,16.572,16.157,8.2,8.79,65.0,,,,,,,,,,,,
18351,18675,2021-11-04,27.0,29.0,5.26,6.32,,25.0,7.72,8.0,,,,,,,,,,,,,
6740,16332,2022-08-30,,,,,,,7.4,,,,0.01,50.0,1.5,110.0,,,,,,,
31253,21967,2022-09-23,27.0,,,,20.0,,7.35,,50.0,,,,,,,,,,,,
34690,20665,2022-12-29,30.0,31.8,5.0,6.733333333,,,8.2,8.7,45.0,,,,,,,,,,,,
12549,20184,2022-06-15,26.1,28.0,,,,,7.5,7.7,28.666666667,,,,,,,,,,,,
20902,15484,2022-09-05,27.6,,5.9,,24.0,,7.38,,30.0,,0.008,,1.8,110.0,799.0,320.0,900.0,,110.0,98.0,190000.0
32214,19518,2022-09-17,27.804,30.276,7.56,6.117,9.5,9.0,7.846,8.225,,,,,,,,,,,,,
32179,17730,2022-11-17,27.248,29.496,4.449,5.714,27.536,28.135,7.46,,,,,,,,,,,,,,
32398,9098,2022-09-28,27.403,30.091,5.394,4.765,15.909,15.028,7.295,8.06,,,,,,,,,,,,,
12273,17831,2022-06-14,28.427,30.628,6.192,7.443,21.092,19.512,7.805,,42.5,,,,,,,,,,,,
37346,15499,2023-04-01,28.1,30.0,5.2,6.1,20.0,20.0,8.1,8.6,22.5,,,,,,,,,,,,
31374,19683,2022-05-17,28.6,,4.9,,26.3,,8.19,,20.0,,,,,,,,,,,,
32252,21892,2022-05-15,28.8,29.8,5.0,8.0,,21.0,8.05,8.01,,,,,,,,,,,,,
32192,17626,2022-10-01,27.101,30.727,4.668,5.338,34.396,34.934,8.107,,,,,,,,,,,,,,
7365,12867,2022-10-07,28.3,28.3,4.56,,30.0,30.0,8.1,8.2,,,,,,,,,,,,,107500.0
20911,17636,2022-09-30,26.4,,5.84,,22.0,,7.51,,40.0,,0.02,,,,,,,,,,
31447,18740,2022-05-09,29.0,31.0,,,30.0,30.0,8.3,8.5,77.5,,,,,,,,,,,,
34708,18912,2022-11-05,28.5,30.1,4.2,4.15,,,7.5,4.2,20.0,,,,,,,,,,,,
33525,12862,2022-11-12,27.3,29.7,5.71,4.9,30.0,30.0,7.85,8.32,50.0,,,,0.0,118.0,6200.0,640.0,0.4,0.0,118.0,88.47,20.0
38250,19684,2023-06-30,,28.3,,4.64,36.0,,7.6,7.9,40.0,,,,,,,,,,,,
1,12866,2022-12-01,,,,,,,,,,,,,,,,,,,,,
31875,16513,2022-11-17,29.0,32.0,,,29.0,,8.6,9.1,30.0,,,,,,,,,,,,
